,,,,,,UUID,9633f34c-680a-34e2-8533-5b473c5c921b,9048e8e2-d663-37f8-8014-b8a48c6d00b0,5c5a70b8-f00b-30a8-a67d-b618766f5bb7,2f299840-50d1-3ac2-bfda-b2c3e14d9c7c,16bcc409-30c1-352b-8e42-41654b157f6a,fd30c369-56ff-3239-8a03-c100dd148b96,f3efe9ac-4521-319c-8e9f-9ca9ad74629a,2c890149-5339-3a3e-ab8a-05373f4fcbc7,5baabd2b-3d4e-3018-8ae9-b16c7d5cd607,534f8390-00cb-3b0e-91fe-74502f6dee34,248f34fb-d68a-39b1-b1a1-4fa46fa08bd2,e2133038-f492-3050-a62c-be41945a171e,e84c05f0-3b99-374b-8f9e-3e1879f50066,b9d76bbb-a31a-3598-9456-0ab6b394a476,42e8f556-e8f5-3952-a51a-2a4c0c0eda74,501f0638-e594-3065-a7d5-cd8c140bb726,97b8669b-99da-3470-abfe-a6cc207d0c47,d12feb1b-7b16-38b3-9a88-55a1d26701a6
,,,,,,Sub category,Ecosyste damage ozone formation,Fossil resource scarcity,Freshwater ecotoxicity,Freshwater eutrophication,Global Warming,Human carcinogenic toxicity,Human damage ozone formation,Human noncarcinogenic toxicity,Ionizing radiation,Land occupation,Marine ecotoxicity,Marine eutrophication,Mineral resource scarcity,Particulate matter formation,Stratospheric ozone depletion,Terrestrial acidification,Terrestrial ecotoxicity,Water consumption
,,,,,,Category,ReCiPe 2016 - Midpoint/I,ReCiPe 2016 - Midpoint/I,ReCiPe 2016 - Midpoint/I,ReCiPe 2016 - Midpoint/I,ReCiPe 2016 - Midpoint/I,ReCiPe 2016 - Midpoint/I,ReCiPe 2016 - Midpoint/I,ReCiPe 2016 - Midpoint/I,ReCiPe 2016 - Midpoint/I,ReCiPe 2016 - Midpoint/I,ReCiPe 2016 - Midpoint/I,ReCiPe 2016 - Midpoint/I,ReCiPe 2016 - Midpoint/I,ReCiPe 2016 - Midpoint/I,ReCiPe 2016 - Midpoint/I,ReCiPe 2016 - Midpoint/I,ReCiPe 2016 - Midpoint/I,ReCiPe 2016 - Midpoint/I
,,,,,,Unit,kg NOx-eq,kg oil-eq,"1,4-DCB eq. emitted to freshwater",kg P-eq. to freshwater,kg CO2eq,"1,4-DCB eq. emitted to urban air",kg NOx-eq,"1,4-DCB eq. emitted to urban air",kBq Co-60 to air eq,m2*a,"1,4-DCB eq. emitted to seawater",kg N-eq to marine water,kg Cu-eq,kg PM2.5-eq,kg CFC11-eq,kg SO2-eq,"1,4-DCB eq. emitted to industrial soil",m3
UUID,Category,Sub category,Elementary flowname,Elementary flow location,Unit,,,,,,,,,,,,,,,,,,,
c19f72d2-41a0-3218-ba4f-61fa392accd6,emission,air,Benzo[ghi]perylene,,kg,,,,,,,,,,,,,,,,,,,
e44c007a-253b-3c22-a0ab-9b7ce1bcf66a,fresh water body,river,Benzo[ghi]perylene,,kg,,,,,,,,,,,,,,,,,,,
24cfa2d1-ba72-371f-9d3f-cc121bc063f1,emission,air,Benzofluoranthene,,kg,,,,,,,,,,,,,,,,,,,
cf8169b9-8254-3509-a41e-86e56df98b5e,water,fresh water body,Benzofluoranthene,,kg,,,,,,,,,,,,,,,,,,,
919666cc-3aa4-3706-b883-2d25484d4532,emission,water,Benzoic acid,,kg,,,,0.481125,,,,,0.383616,,,0.011459,,,,,,0.001553,
203f2f14-cb70-47e3-8e27-e25f7fa83879,Emission to air,lower stratosphere + upper troposphere,Benzoic acid,,kg,,,,,,,,,,,,,,,,,,,
f0616d3c-8ad2-364a-aaae-42f0651f32e8,emission,air,Benzyl chloride,,kg,,,,0.004257,,,1.536669,,,,,0.093986,,,,,,0.923642,
4b77bfe7-811e-4d8c-95f5-43235db4e885,Emission to air,lower stratosphere + upper troposphere,Benzyl chloride,,kg,,,,,,,,,,,,,,,,,,,
0346d063-4db1-3f52-a695-892c4c98d443,emission,air,Beryllium,,kg,,,,0.767042,,,134.8729,,334011.9,,,57.76436,,,,,,176058.7,
c00fa432-1dcc-3bf3-870f-4043c05cc887,emission,water,Beryllium,,kg,,,,49.98509,,,0.045919,,1.695011,,,15.4896,,,,,,1.73E-15,
ea1ad570-2801-4561-83df-2ebbf60387ff,Resource,unspecified,Beryllium,,kg,,,,,,,,,,,,,,,,,,,
14019299-4013-3351-af2d-287fee154b97,emission,water,Bicarbonate,,kg,,,,,,,,,,,,,,,,,,,
869b1948-3e39-3b70-a244-f4f543cbf690,saline water body,ocean,Bicarbonate,,kg,,,,,,,,,,,,,,,,,,,
27b840cc-1f41-3943-8ea8-6d68b44b7f81,emission,water,Biological Oxygen Demand,,kg,,,,,,,,,,,,,,,,,,,
3f0a4225-59e0-30a2-937a-c85f675e7376,water,saline water body,Biological Oxygen Demand,,kg,,,,,,,,,,,,,,,,,,,
3889aaab-df67-4574-89cd-75ca586cdf1f,Resource,biotic,Biomass,,kg,,,,,,,,,,,,,,,,,,,
52e6476c-bc9d-3aa2-bfb8-6597393b87d1,emission,air,Biphenyl,,kg,,,,0.008166,,,,,0.621695,,,0.149956,,,,,,2.839932,
1e9fb400-240f-31cf-8074-00580c0207a3,emission,water,Biphenyl,,kg,,,,5.425175,,,,,1.240434,,,0.240798,,,,,,2.659134,
c92547ac-d74c-47e1-9b95-17100f20d5b3,Emission to air,lower stratosphere + upper troposphere,Biphenyl,,kg,,,,,,,,,,,,,,,,,,,
91955aba-6ebc-4413-9342-f0298860b4aa,Emission to water,unspecified,"BOD5, Biological Oxygen Demand",,kg,,,,,,,,,,,,,,,,,,,
57152560-592a-383f-89b1-a77d7d432ad8,emission,water,Boron,,kg,,,,,,,,,,,,,,,,,,,
3a404578-2521-444f-ba07-a2e3b9805c4b,Resource,unspecified,Boron,,kg,,,,,,,,,,,,,,,,,,,
7d2d94b8-a7a3-3670-b74d-1fc75b7ed55e,emission,water,Bromide,,kg,,,,,,,,,,,,,,,,,,,
9463218b-d6bf-44da-8bc9-570d00382d20,Emission to soil,industrial,Bromide,,kg,,,,,,,,,,,,,,,,,,,
d5a296be-7219-3921-a430-cff172ac7911,emission,air,Cadmium,,kg,,,,,,,,,,,,,,,,,,,
7161425c-f76a-41a3-9ceb-cc2b264317e4,Resource,unspecified,Cadmium,,kg,,,,,,,,,,,,,,,,,,,
c3ff0a51-912f-3024-ad17-f52074cfd989,emission,water,Cadmium(II),,kg,,,,14.97894,,,0.06086,,55.8987,,,3.804328,,,,,,2.21E-16,
02e907be-62ba-33b1-8552-a6cdd525a9e2,fresh water body,lake,Cadmium(II),,kg,,,,14.97894,,,0.06086,,55.8987,,,3.804328,,,,,,2.21E-16,
5408dd06-70db-3ce6-b304-c391983fd003,emission,water,Calcium,,kg,,,,,,,,,,,,,,,,,,,
31f0a3c2-648f-3ec4-90b1-d4dbe3810edc,Resource,unspecified,Calcium,,kg,,,,,,,,,,,,,,,,,,,
b2466693-6cf5-3100-be3c-8fbc5d971d8f,ground,subterranean,Calcium sulfate,,kg,,,,,,,,,,,,,,,,,,,
00be59d0-ecd7-35ff-86e6-9bd2a790f0c6,emission,water,Calcium(II),,kg,,,,,,,,,,,,,,,,,,,
fe92ae46-75fd-3fd4-9b7d-994ba86f29ca,fresh water body,lake,Calcium(II),,kg,,,,,,,,,,,,,,,,,,,
b6f010fb-a764-3063-af2d-bcb8309a97b7,emission,air,Carbon dioxide,,kg,,,,,,1,,,,,,,,,,,,,
643975a8-03da-44bb-873f-4fe8e7740fe6,Emission to air,high population density,Carbon dioxide,,kg,,,,,,,,,,,,,,,,,,,
8ffbf5bb-f236-49ec-bb37-55b3561798ea,Resource,unspecified,Carbon dioxide,,kg,,,,,,,,,,,,,,,,,,,
f9749677-9c9f-4678-ab55-c607dfdc2cb9,Emission to air,high population density,"Carbon dioxide, fossil",,kg,,,,,,1,,,,,,,,,,,,,
5fe16b97-3332-38eb-8030-b62db19473eb,emission,air,Carbon disulfide,,kg,,,,0.000348,,,,,786.604,,,0.148158,,,,,,0.961071,
a0399529-bdc0-49bc-a09b-9aea421fbd34,Emission to air,lower stratosphere + upper troposphere,Carbon disulfide,,kg,,,,,,,,,,,,,,,,,,,
187c525c-3715-388c-b303-a0671524a615,emission,air,Carbon monoxide,,kg,,,,,,,,,,,,,,,,,,,
620bc2f6-cf71-4dde-bba9-c6e8fdec5e23,Emission to air,high population density,Carbon monoxide,,kg,,,,,,,,,,,,,,,,,,,
08a91e70-3ddc-11dd-9252-0050c2490048,Emission to air,lower stratosphere + upper troposphere,Carbon monoxide,,kg,,,,,,,,,,,,,,,,,,,
f7467352-e7d9-3924-b763-f26bb26ce4cc,emission,air,Carbon tetrachloride,,kg,,,,0.000493,,3480,229.3108,,2636.088,,,0.479823,,,,1.203,,1.360064,
8b4fec82-3c33-3d99-b627-f8754975a484,troposphere,urban,Carbon tetrachloride,,kg,,,,0.000493,,3480,233.6419,,2684.126,,,0.478344,,,,1.203,,1.360036,
6cf31d03-c6c7-4a8f-9abb-31e89c7d1804,Emission to air,high population density,"Carbon, organic bound",,kg,,,,,,,,,,,,,,,,,,,
721121c7-a4c7-3fc1-bbc4-7fbaecc2fbe2,emission,water,Carbonate,,kg,,,,,,,,,,,,,,,,,,,
c70f1e1d-017a-3aa4-9614-fa723adbf49d,emission,air,CFC-13,,kg,,,,,,10900,,,,,,,,,,,,,
924cc8cf-ddf6-3b1a-9fbe-489c095c1f01,emission,water,Chemical Oxygen Demand,,kg,,,,,,,,,,,,,,,,,,,
39596c10-bdd2-34d4-a634-775fe8195425,water,fresh water body,Chemical Oxygen Demand,,kg,,,,,,,,,,,,,,,,,,,
f25fdf2c-716f-3a3d-a3f8-86d94ab82d89,Waste,unspecified,"Chemical waste, inert",,kg,,,,,,,,,,,,,,,,,,,
36d26020-74dd-3bf9-9ef6-55da78d1e430,Waste,unspecified,"Chemical waste, regulated",,kg,,,,,,,,,,,,,,,,,,,
3811e08a-d742-32a5-b2a2-6508ef1417ff,Waste,unspecified,"Chemical waste, unspecified",,kg,,,,,,,,,,,,,,,,,,,
fa84fbb8-4be1-37f3-ac91-db650ab1511b,emission,water,Chlorate,,kg,,,,,,,,,,,,,,,,,,,
b415204e-1506-3fc6-8e4b-97f8e64403b8,emission,water,Chloride,,kg,,,,,,,,,,,,,,,,,,,
cd4d51de-472f-45d4-9a04-96f5468225f7,Emission to water,"river, long-term",Chloride,,kg,,,,,,,,,,,,,,,,,,,
c4da1480-4f19-3d01-8f04-8432c38991b1,emission,air,Chlorine,,kg,,,,,,,,,,,,,,,,,,,
934b08e9-d2f4-46d8-b6d6-a043e47c1008,Resource,unspecified,Chlorine,,kg,,,,,,,,,,,,,,,,,,,
0fe64d97-61d5-3366-9778-8c39d00edd73,emission,air,Chlorobenzene,,kg,,,,0.0006,,,,,1.114995,,,0.027655,,,,,,1.039992,
f8751203-0077-3056-83ee-aa69b7e6c754,fresh water body,river,Chlorobenzene,,kg,,,,0.747513,,,,,0.505275,,,0.037698,,,,,,0.921539,
a48770cd-a7a2-3e86-9e1b-083d68ba4351,emission,air,Chloroethane,,kg,,0.064295,,,,,,0.039892,0.012746,,,,,,,,,,
b2cd16ff-7978-339f-beb4-fdaa3c7e210c,emission,water,Chloroethane,,kg,,,,,,,,,0.00684,,,,,,,,,,
9fc17701-9417-3281-b9a3-d7ab3ecc1c57,emission,air,Chloroform,,kg,,,,0.000192,,60,1.03814,,17.4825,,,0.044517,,,,,,0.492267,
98af3079-fb76-488d-8afe-713814e14d36,Emission to air,lower stratosphere + upper troposphere,Chloroform,,kg,,,,,,,,,,,,,,,,,,,
3e771661-38c3-332b-b4cb-8e2421b045ce,emission,air,Chloromethane,,kg,,0.005845,,,,45,,0.003627,8.131888,,,,,,,0.05,,,
57facb29-666b-34eb-96a3-670f6d995798,emission,water,Chloromethane,,kg,,,,,,,,,6.305201,,,,,,,,,,
dca95a09-d0c2-3d62-ae3c-9e47d1acbf85,water,fresh water body,Chloromethane,,kg,,,,,,,,,6.305201,,,,,,,,,,
98bd36e1-fbe4-32ee-ba78-3b6726917c9b,emission,air,Chromium,,kg,,,,,,,,,,,,,,,,,,,
8a7ef355-2f16-3368-afc8-cf40ed441619,emission,water,Chromium,,kg,,,,,,,,,,,,,,,,,,,
7f33171b-d351-479a-8074-f3d8db3ad50a,Resource,unspecified,Chromium,,kg,,,,,,,,,,,,,,,,,,,
