gwp_co2_eq
3777.4641121828276
8897.859986938836
3369.081877368881
7995.999294191895
6190.743892880846
6755.827070718217
4077.866742200838
6007.569393584888
7108.375190274037
6194.125393991038
7212.102361784037
8821.640414961159
5405.685713423992
9117.442823651034
4049.819056531336
6866.4303698208
5079.934575764128
10106.425402715828
8271.709711898931
4678.413744731631
5824.598809010082
6011.362921294876
4414.7999752969845
5776.8865202818715
3440.448051128865
8136.814869752177
4886.92238045972
4087.8238699033977
4069.759116954792
6478.957541682395
5024.872826057008
5486.10022236903
8017.719216929169
5418.479985719393
7112.416309362878
8018.432079537254
7906.61031551628
6940.381325107456
8663.387719915389
6852.902233456968
6837.93960728058
4309.2514359745755
4853.244826178915
7281.8079816537365
6503.050264905352
3205.003972422741
6007.398221551373
5477.804596992053
3946.1076757616142
6856.968352699783
7465.202040776855
7066.1225002689725
5071.989129057157
8530.313272338732
5552.320155787475
5423.545119778419
6906.562204833044
3665.677495993739
9501.929559909484
7392.684506538224
4771.202418501175
5372.2307159143065
6023.021365765136
4878.449958667228
7164.665662904889
6021.919011060591
3670.7644378297227
5514.064338772781
4361.259069211215
5404.353518202967
6123.739241026041
5674.696030208069
7261.943082302299
8843.190177731276
6831.832820123436
5850.472695977234
6931.718144644153
3735.5902862108464
5944.537991957442
7556.74713379047
8850.909818844742
8748.476586287452
6276.0511864478185
6501.958286230628
7516.740163562575
5578.589751182783
9477.014368812921
7042.847746771887
5608.891075336572
6953.781849909312
6306.09754562456
7355.227557976243
8428.39983735273
6705.732721119203
3064.0280526155575
6384.247891403989
8147.738473247397
5971.986783970363
4013.4437018883027
5026.43711401028
2430.2655446092904
8807.913539512085
5238.729988326109
6265.858396904143
4227.913667839369
5206.651084166692
8130.676492243907
5258.2160546145415
9452.688643525269
5649.563844454594
6634.611327039166
5556.0782261154045
6387.21684490228
7655.821319792436
9417.081665856553
5268.32550119201
7507.50945845356
5507.554220868042
8925.514693376055
8421.53491481131
7026.5158800758345
7893.951934656106
4748.990420913185
7481.248280241468
5634.045441751853
6919.320040205282
5866.793043690357
5324.360579280004
7481.749423803684
7585.267740166247
5091.768670197295
4903.212860589661
6210.872998879932
3779.109966494429
6046.4741424707
4165.23902554037
7363.8966054705825
4098.406144841621
4596.567540203207
7938.645955040411
5616.210936789604
8132.663794140058
3839.1105694211587
5082.466507161063
7386.447557305231
3934.632209828859
6651.231527465985
7706.754664578979
9301.500173256478
2340.148041373011
4528.245470504933
5522.963127699716
7234.837412657425
4208.6775711450655
5017.125780737811
7413.3549726123465
3631.155950359954
9394.582914506796
7544.976629286895
6036.050572752156
5994.908411741512
6117.24641259848
6688.385646787088
8865.768950531887
5437.553122313933
6124.998075672713
5430.837953965641
5659.130526822155
6989.731372937865
4144.4559773986575
4089.344949913517
5748.284250228073
5144.870175330434
8211.765543928923
6401.606666156871
7849.362660110354
9514.98405635904
6782.374453372721
3516.4339266407987
7180.359709895592
7941.392729759158
5086.366322688423
9678.416007374923
8879.721742313655
6247.826879358625
8412.852084150803
5104.41240085351
7602.977869713812
3832.9397036849286
3907.800301010585
4438.105969352763
9162.768972387466
3470.9805915336924
7909.439204922252
6079.423072751024
6680.303255622768
7136.943710247323
3570.4529889613113
5444.525242869693
8770.790791409514
5586.952822511457
7563.67048673277
4607.125710985015
7396.032508367788
8802.167259810993
6082.133211171317
5681.895372580461
4364.787549274302
6102.579952130103
7238.6328999423185
5625.955944579996
4355.727027094888
6106.324383243787
6019.965299876039
7738.497765378865
5833.175755481429
7939.2739294859775
8495.946115026358
6516.099724614475
5196.09037317671
4911.018095107508
7532.6734526103555
8055.855800165197
5767.000968012862
9562.25463685034
6887.573292366065
4639.978383220388
9216.025066260103
4208.556716088694
5459.361914111236
5030.877730340661
8489.014884908382
3138.074073274285
5238.552266816633
7652.14729207261
6028.385273727091
6712.3344951081735
7450.507176752324
5096.8008103124375
7875.732373065975
4695.103987832772
7374.382267436152
4813.1473453761055
6284.308724838965
3921.6122943991836
5426.2964146279455
3392.592172831198
8451.026802387163
7831.340655957581
6033.165099345992
7267.0198522002065
5144.808883444995
3839.2691837183825
5688.843744249673
8206.481640995162
7031.5095199221
4245.672924090348
7449.057528325874
4407.632280716397
3774.442603287241
8285.975806533646
5350.985103532195
5271.950930064678
7632.4948186561305
6215.855969141378
8991.278531229787
4904.845807297628
4439.941940785248
8727.959540492046
5178.119513204503
7260.110138590722
8354.819948534825
8592.627626014844
6827.634830780397
5758.085097802135
6919.555424527896
7463.488076562778
6404.378452055177
2600.2915975143587
3695.1086456309886
6540.093269260466
3327.646723234407
5363.763573305605
6847.289844556906
8321.659303724267
3951.235778488671
5529.009872436717
5275.517540699935
5079.918094375674
3643.3248539566116
4041.2613765948986
6931.914191141943
5628.380120826146
7285.647452635697
7092.720685660223
3200.890368343637
4497.7490389576005
8085.695956690603
7308.5352960814325
9361.26760964611
4842.082431649178
5563.774367487388
9694.923065060844
7567.639155202347
7497.1584031824805
8673.111706207541
6670.014927506497
5487.3775207150975
8288.255675480432
6515.744381568634
9627.782033512538
3929.3309236648347
5532.33443222909
8674.497698534633
6809.372456919108
6294.743916376442
5493.773174271668
4391.267121248101
6983.180738033381
7642.733125355072
2621.6922792064656
6193.701866157404
7440.564662490582
6537.32222544054
3524.2296853112107
9288.927210927834
6593.513278663274
3515.545249485396
4506.219657363477
5624.3162982153235
6238.110903555824
6703.0105749668555
5928.709869610579
9413.003763659233
4322.02812562486
5098.40935314787
7189.277905554354
6325.686852158561
7566.939295010488
5858.097761985439
6488.324936689824
6327.644247982718
7961.174723354123
5090.5085427323
8497.370284925204
6905.431394311865
5823.993174374713
5649.185739329479
7622.936148174152
7283.510289046892
9057.526602927162
6007.105379629006
5248.009012726838
3288.002392234641
8485.737801843978
5925.120442460418
5091.544859667239
8392.900839579339
7418.064627677959
5513.795950306976
8606.78730222117
7372.342350380539
9384.972502185903
3284.623024723038
5532.301517584743
6911.306016518852
5430.516185466784
6099.635203889745
5456.036355400318
3027.3239772555435
6210.708052520461
7262.03519789883
5138.2064232857265
5847.055331129175
5269.28028039
4423.391018119446
4740.877138962539
6177.791057457924
5095.592328653003
7150.57789191669
6298.831559889635
8638.441400478574
7428.644924439218
4340.199266645624
6252.01670849305
6966.760787732997
